seconds_elapsed,accelerometer_z,accelerometer_y,accelerometer_x,gravity_z,gravity_y,gravity_x,gyroscope_z,gyroscope_y,gyroscope_x,orientation_qz,orientation_qy,orientation_qx,orientation_qw,orientation_roll,orientation_pitch,orientation_yaw,magnetometer_z,magnetometer_y,magnetometer_x,compass_magneticBearing,network_type,network_isConnected,network_isInternetReachable,network_isWifiEnabled,network_isConnectionExpensive,network_ssid,network_bssid,network_strength,network_ipAddress,network_frequency,network_cellularGeneration,network_carrier,totalAcceleration_z,totalAcceleration_y,totalAcceleration_x,magnetometerUncalibrated_z,magnetometerUncalibrated_y,magnetometerUncalibrated_x,gyroscopeUncalibrated_z,gyroscopeUncalibrated_y,gyroscopeUncalibrated_x,accelerometerUncalibrated_z,accelerometerUncalibrated_y,accelerometerUncalibrated_x
0.0,-0.017079921972753664,-0.16923194764703922,-0.2680811749689363,8.038392871938726,4.906944074938374,-1.8617150891717442,0.44761480651694635,0.8038025791351886,-0.1372817953562607,-0.029941133352824383,0.06609273329991588,0.2141316114200486,0.9609580218791962,0.1610987183851345,-0.44408175812827216,0.09924704078132184,-50.918480417002804,14.369429951128753,1.2040760581908019,124.07604767266686,,,,,,,,,,,,,8.029874573471727,4.736217967925533,-2.115703317426866,-59.38858919558318,-1.8456522537314373,53.847963416058086,0.45739752758846997,0.8165248591289088,-0.13293076559369052,8.032894945662955,4.730274679868118,-2.136874005522417
1.0,0.13011030155685868,-1.1882401644113925,-0.2619495077777912,0.27011160668686474,6.81430721282959,5.081156363139058,1.4403960682113892,0.002545106571679022,0.7286906865991506,0.5155351806690197,0.15418274235902446,0.6250124384861181,0.5001229401862267,-1.1785020298591935,-0.8150890434142386,-2.250834494829178,-18.92662576675415,-30.232126426696777,-0.10462502002716065,190.1683078188466,,,,,,,,,,,,,0.4004287279054227,5.6255319590615755,4.818870529384896,-27.395251083374024,-46.449376878738406,52.53750205993652,1.441846562266423,-0.0017052725980094836,0.7270676416582337,0.4004287279054227,5.6255319590615755,4.818870529384896
2.0,0.18779666640929302,0.6658774815938052,0.9613184323716982,2.817799103610656,8.663372077193914,3.2024798334813585,-0.6932409613181164,0.14926237671977222,0.07741794552156094,0.5340096754770652,0.2825263540680502,0.5256849308224285,0.5895326578733968,-0.6093796433186999,-1.1770683176377241,-1.8740322379504932,-22.527375793457033,-33.31237621307373,15.929625597000122,205.22071091322672,none,false,false,false,,,,,,,,,3.005085432061962,9.328765177259259,4.163231063122843,-30.995626373291017,-49.52925186157226,68.57287788391113,-0.6917992527827178,0.14501076875402047,0.0758101508242659,3.005085432061962,9.328765177259259,4.163231063122843
3.0,-0.12653583100256924,-0.6202776605392447,-0.16269208051006098,1.4171950103032707,9.517438841338205,1.79832656666784,0.00792781749338496,-0.1188040432821521,-0.05244142079598033,0.43601588358973514,0.311213887268954,0.5602691982052114,0.6309036335142533,-0.4878363237522616,-1.3651488086964825,-1.6083025035291616,-23.45775089263916,-31.117876014709474,24.43725116729736,218.1594557528923,,,,,,,,,,,,,1.290175305919187,8.89667267374473,1.6352272972021953,-31.92637649536133,-47.33550178527832,77.08012802124023,0.009352696073405883,-0.12305171468167328,-0.054063112105188126,1.290175305919187,8.89667267374473,1.6352272972021953
4.0,0.09007731656196948,0.19066865362373053,-0.20474490127069692,1.2069832723514706,9.523591967190013,1.8235099561074202,-0.07078527183373376,-0.12514678197036874,0.022377104157268412,0.4142992239372403,0.2708446858268158,0.58193005825959,0.6444224387991662,-0.638343881742627,-1.3477122316173478,-1.6573516352503908,-24.429751014709474,-30.857251281738282,23.5368758392334,217.30382242774417,none,false,false,false,,,,,,,,,1.296639773410325,9.7137445936016,1.618338305430085,-32.89687660217285,-47.07487655639648,76.18087814331055,-0.06934764837883044,-0.129399749708574,0.020770668536240218,1.296639773410325,9.7137445936016,1.618338305430085
5.0,-0.07018535856461834,0.029780060974973262,-0.07738035869332824,1.003574263931501,9.513862279382083,2.017919026979125,0.0023685052132635725,-0.07496580686511509,0.02197573588722769,0.39135881255168725,0.24997224739872584,0.6049976154129104,0.6462958590819103,-0.8093798237271829,-1.3613011978640415,-1.756584409439918,-23.11275089263916,-32.55450157165527,20.731500778198242,212.46964433294022,,,,,,,,,,,,,0.9330015254972299,9.543191994770918,1.94014168298333,-31.583251304626465,-48.7717520904541,73.37587799072266,0.0038095583372256335,-0.07921347731505246,0.020352696616421726,0.9330015254972299,9.543191994770918,1.94014168298333
6.0,-0.03871250301968343,-0.41720339703825443,-0.270381252691703,0.9386289166932059,9.457547659921174,2.2657989629424446,-0.034865876850672065,0.1274074993468821,0.024638624414801597,0.39295410962388067,0.23738376309375953,0.615432597032868,0.6397812213047896,-0.9351192028215616,-1.3451330756196882,-1.8658100047914108,-24.985501174926757,-32.8803763961792,16.496250705718992,206.56915604073126,none,false,false,false,,,,,,,,,0.9049882786165849,9.019238682354198,1.99846333510005,-33.45337677001953,-49.09762725830078,69.14025253295898,-0.03343587374780327,0.12315874957013875,0.02302162505686283,0.899642121931999,9.039875200479338,1.994943664916376
7.0,0.006755516557616532,-0.13077724068471702,-0.3535362080802581,1.031721287434644,9.442339746078643,2.3203409390874428,0.04341090607055116,3.6666772383100847E-4,0.03216960730359835,0.399737349152565,0.23874315053224562,0.6107190859317779,0.6399654495716095,-0.9088145697116852,-1.3370823228359223,-1.852815568447113,-25.98675102233887,-33.037876510620116,19.21912567138672,210.19409492181853,,,,,,,,,,,,,1.0381054978375093,9.31107222679818,1.966431773917768,-34.45500171661377,-49.255502243041995,71.86387832641601,0.044856004941952875,-0.0038877445473974826,0.030565441398899638,1.0381054978375093,9.31107222679818,1.966431773917768
8.0,0.06506888199524552,0.19726153560936927,-0.21822342189147556,0.9852159046659282,9.399984135347253,2.4855116512261186,0.05063267249503348,-0.05344938070024594,-0.030463737684606324,0.4012040884471407,0.2296779415771073,0.6141219296876121,0.6387072304884592,-0.944455977748422,-1.323089414951848,-1.8773705725576364,-25.563001098632814,-33.327376441955565,17.9415008354187,208.28121789937953,none,false,false,false,,,,,,,,,1.0499456373554672,9.596765148873423,2.266872164811574,-34.03125164031982,-49.54462715148926,70.58662826538085,0.05208391168311533,-0.057698266709795096,-0.032076979360294224,1.0499456373554672,9.596765148873423,2.266872164811574
9.0,0.18913264321808768,0.05429449312315129,0.034088787853275196,0.964957348190912,9.420126905535707,2.3748530633378735,0.07261347899432569,-0.07038651910774849,0.006213112775345936,0.39286041554838125,0.2233902080224292,0.6156684254655743,0.6444273768085065,-0.9296320688606489,-1.3255855151922395,-1.8392362063473995,-23.052750968933104,-33.60075172424317,16.75725061416626,206.30564225542705,,,,,,,,,,,,,1.153550546173707,9.473903877900378,2.408459521756314,-31.521001434326173,-49.81725257873535,69.4012530517578,0.07405318537106116,-0.07463823376661714,0.004603553640966614,1.153550546173707,9.473903877900378,2.408459521756314
